info_status,koi_period,koi_duration,koi_impact,koi_ror,koi_dor,koi_depth,koi_slogg,koi_srad,koi_smass,density_diff,Transit_shape
Confirmed,15.87360981,3.5246,0.395,0.018967,32.3,415.6,4.607,0.737,0.801,25.78710645,0.413967
FP,7.73590441,4.4389,1.205,0.226795,3.3,465.3,4.544,0.86,0.944,6.738544474,1.431795
FP,7.73591011,5.01919,0.613,0.605584,17.5066,315130,4.596,0.763,0.853,18.125,1.218584
FP,22.57197263,4.00349,1.056,0.485141,45.006,79326,4.431,0.871,0.746,35.07528787,1.541141
Confirmed,24.31574009,4.1344,0.653,0.024496,35.5,643.3,4.442,1.047,1.104,8.731808732,0.677496
FP,5.1348689,48.69,1.137,0.147908,1.15,115.8,4.357,1.001,0.831,21.23039807,1.284908
Confirmed,22.08551599,2.1727,0.656,0.054067,64.1,3157.4,4.712,0.565,0.6,67.92906522,0.710067
FP,185.103836,4.19,0.019,0.021516,344.7,581.4,2.921,6.226,1.179,20,0.040516
FP,5.251916208,4.9095,1.256,0.390092,5.047,10624,4.52,0.872,0.919,9.668109668,1.646092
FP,5.251918489,5.59653,0.317,0.513326,10.6482,296480,4.511,0.919,1,0.7763975155,0.830326
FP,176.2432946,5.0423,1.271,0.358206,127.7,4981.4,4.209,1.231,0.895,12.5,1.629206
FP,358.101884,6.393,0.5804,0.010135,354,114,4.526,0.856,0.898,12.22067039,0.590535
FP,1.215181097,1.295,0.1356,0.005853,7.171,39.7,4.268,1.365,1.266,20.48192771,0.141453
FP,3.629442796,5.63,0.97,0.024717,1.904,426.6,4.336,1.217,1.171,14,0.994717
FP,3.62944008,5.94104,0.253,0.335823,6.1734,130080,4.355,1.093,0.986,2.251655629,0.588823
FP,43.26330502,10.0915,0.555,0.626615,50.0837,359090,4.4,0.917,0.77,30.83083083,1.181615
FP,11.52482874,1.724,1.205,0.23157,13.01,577.6,4.472,0.892,0.862,16.87242798,1.43657
FP,6.042029838,8.0666,0.689,0.373543,6.8671,132860,4.67,0.587,0.587,71.6747071,1.062543
Confirmed,24.3344939,6.557,0.017,0.01646,28.82,323.1,4.487,0.967,1.045,3.633217993,0.03346
FP,1.018861199,6.5005,0.358,0.511934,2.01337,291210,4.009,1.672,1.041,3.139013453,0.869934
Confirmed,8.32651854,5.483,0.782,0.016452,7.58,267.9,4.45,1,1.024,1.5625,0.798452
FP,2.892087553,3.16757,1.062,0.471271,7.208,71631,4.443,0.924,0.864,16.62100457,1.533271
FP,21.5702917,40.4,1.155,0.16612,1.35,148.7,3.983,1.628,0.93,8.333333333,1.32112
FP,5.40597608,2.79,0.013,0.018956,15.09,461,2.56,15.355,3.121,100,0.031956
Confirmed,52.09081627,8.6388,0.065,0.049363,48.249,2894.1,4.237,1.324,1.101,8.438818565,0.114363
Confirmed,52.09081627,8.6388,0.065,0.049363,48.249,2894.1,4.237,1.324,1.101,8.438818565,0.114363
Confirmed,52.09081627,8.6388,0.065,0.049363,48.249,2894.1,4.237,1.324,1.101,8.438818565,0.114363
Confirmed,52.09081627,8.6388,0.065,0.049363,48.249,2894.1,4.237,1.324,1.101,8.438818565,0.114363
Confirmed,13.57078281,3.3539,0.866,0.023908,16.93,511.7,4.406,1.012,0.951,5.882352941,0.889908
Confirmed,13.57078281,3.3539,0.866,0.023908,16.93,511.7,4.406,1.012,0.951,5.882352941,0.889908
Confirmed,13.57078281,3.3539,0.866,0.023908,16.93,511.7,4.406,1.012,0.951,5.882352941,0.889908
Confirmed,13.57078281,3.3539,0.866,0.023908,16.93,511.7,4.406,1.012,0.951,5.882352941,0.889908
FP,20.8822079,4.556,0.1364,0.033276,35.9,1107,4.438,1,1,0.8,0.169676
FP,0.986620248,3.9722,1.252,0.29077,1.4,1345.8,4.176,1.385,1.049,4.050632911,1.54277
FP,0.553261874,0.8875,1.246,0.283769,1.934,1038.1,3.565,3.142,1.325,25.58139535,1.529769
FP,39.0930875,5.687,0.862,0.022964,28.9,476.3,4.343,1.193,1.146,12.14814815,0.884964
FP,0.510804497,2.539,0.81,0.006638,1.277,42.7,3.913,2.176,1.415,28.46715328,0.816638
Confirmed,82.292865,7.048,0.195,0.017445,89.1,371.1,4.467,0.957,0.977,3.139013453,0.212445
FP,1.360834768,1.4886,1.008,0.076031,2.82,1570.5,4.543,0.872,0.968,4.109589041,1.084031
Confirmed,11.47609015,5.046,0.755,0.013423,11.78,182.3,4.202,1.41,1.156,12.86407767,0.768423
Confirmed,11.47609015,5.046,0.755,0.013423,11.78,182.3,4.202,1.41,1.156,12.86407767,0.768423
FP,0.898837525,3.5342,0.496,0.648402,3.2315,399780,4.518,0.807,0.783,28.65771812,1.144402
FP,135.223193,8.989,0.0177,0.006883,115.7,56.3,4.279,1.227,1.044,3.539823009,0.024583
FP,11.9311316,5.56983,1.037,0.892422,25.946,300510,4.449,0.959,0.942,6.928838951,1.929422
FP,11.93137992,3.639,0.412,0.01015,23.1,122.1,4.742,0.505,0.514,96.04109246,0.42215
Confirmed,5.392026903,2.9804,0.314,0.030649,13.58,1151.4,4.589,0.801,0.915,10.16853933,0.344649
FP,100.3039228,8.702,1.256,0.35047,43.8,5450,4.566,0.772,0.8,25.93444508,1.60647
FP,100.3039228,8.702,1.256,0.35047,43.8,5450,4.566,0.772,0.8,25.93444508,1.60647
FP,100.303613,10.578,0.388,0.68964,119.13,488040,4.397,1.046,0.994,1.265822785,1.07764
Confirmed,4.52158614,3.4702,0.203,0.009333,9.86,106.2,4.201,1.289,0.963,4.444444444,0.212333
FP,31.82814583,2.917,1.276,0.356333,38.2,4456.8,4.507,0.92,0.993,1.490196078,1.632333
FP,27.5338034,3.96227,0.908,0.284347,48.242,48153,4.052,1.611,1.066,5.490196078,1.192347
Confirmed,0.341842017,1.1554,0.957,0.021058,1.268,285.6,4.601,0.747,0.817,23.31632653,0.978058
Confirmed,23.6223571,6.852,0.369,0.007017,24.68,57,4.149,1.393,0.999,0.8108108108,0.376017
FP,372.94844,13.879,0.4268,0.014785,189,253.5,4.559,0.827,0.903,11.58422041,0.441585
FP,12.4964346,84.32,1.17,0.185632,1.201,271.7,3.805,2.73,1.733,41.17647059,1.355632
Confirmed,20.35971899,2.1521,0.925,0.021227,31.3,345.7,4.904,0.344,0.346,191.2117647,0.946227
Confirmed,18.93055119,3.372,0.583,0.024576,36.1,684,3.987,1.643,0.955,5.581395349,0.607576
FP,9.72869627,5.628,1.274,0.287894,2.76,252.2,4.301,1.351,1.34,24.67771639,1.561894
Confirmed,115.6863392,4.65,0.226,0.028036,190.6,945.9,4.327,1.149,1.021,1.337295691,0.254036
FP,1.352564873,3.469,0.669,0.007307,2.38,56.7,3.959,1.823,1.103,8.791208791,0.676307
FP,1.352576807,5.49531,0.616,0.612852,3.0031,317480,3.831,2.406,1.43,30.09708738,1.228852
FP,3.732261,2.054,0.4,0.011502,12.91,153.6,4.495,0.867,0.859,17.29893778,0.411502
FP,5.00749378,2.898,0.206,0.006848,13.02,56.6,3.644,2.243,0.808,23.61111111,0.212848
FP,63.3278636,47.0744,0.003,0.095439,11.2744,11515,2.979,5.198,0.938,0,0.098439
FP,0.83620025,3.7127,0.56,0.601113,2.789,331280,4.438,1,1,0.8,1.161113
FP,49.5740154,63.196,0.472,0.087107,5.911,8772.9,4.714,0.527,0.525,91.94312796,0.559107
FP,0.696125302,2.0054,1.219,0.386422,2.17,14966,4.594,0.674,0.652,54.57961484,1.605422
FP,366.71923,9.8,0.592,0.014984,235.7,246.4,3.907,2.049,1.237,18.75,0.606984
FP,361.30991,12.968,0.0802,0.014657,215.3,275.6,3.354,4.419,1.608,36.84210526,0.094857
FP,0.614701901,0.947,0.2344,0.010403,4.91,131.6,4.563,0.724,0.699,44.13680782,0.244803
FP,0.589049151,2.25397,1.094,0.469243,2.3163,61953,4.51,0.771,0.703,43.35071708,1.563243
FP,13.25413407,4.34991,1.051,0.373137,20.591,44980,4.111,1.436,0.97,3.658536585,1.424137
FP,5.776764285,6.99715,0.88,0.519355,7.8951,153900,3.875,2.072,1.173,14.39393939,1.399355
FP,5.77675928,6.789,1.272,0.34292,3.08,3522.5,4.435,0.875,0.761,32.3943662,1.61492
FP,5.77676732,6.822,1.273,0.372037,3.56,5794.8,4.621,0.645,0.634,58.90816758,1.645037
FP,1.26227317,3.30141,1.247,0.361368,2.051,7342.5,2.882,9.356,2.434,66.66666667,1.608368
FP,2.78801663,17.354,0.796,0.003766,1.157,14,3.986,2.206,1.719,41.25,0.799766
FP,5.082722475,5.9139,0.019,0.040316,6.856,1974.1,4.438,1,1,0.8,0.059316
FP,3.530164642,4.11466,0.019,0.243325,8.1798,69923,4.226,1.344,1.107,8.99122807,0.262325
FP,53.556625,16.18,0.879,0.066604,15.29,3963,3.639,3.618,2.082,52.27272727,0.945604
Confirmed,174.510276,6.689,0.024,0.035188,206.3,1530,4.822,0.452,0.496,103.1651462,0.059188
FP,6.352090869,3.88771,0.223,0.249791,15.367,75142,4.58,0.693,0.666,51.32433783,0.472791
FP,6.35216475,3.251,0.196,0.012142,14.83,185.7,2.471,13.654,2.009,100,0.208142
FP,3.611541977,8.6068,1.254,0.320559,1.84,2972.3,4.504,0.802,0.75,34.31911967,1.574559
Confirmed,16.79716262,3.83,0.899,0.036114,17.27,1023.8,4.617,0.697,0.734,37.26937269,0.935114
Confirmed,16.79716262,3.83,0.899,0.036114,17.27,1023.8,4.617,0.697,0.734,37.26937269,0.935114
FP,199.4424134,7.2533,1.1877,0.43918,170.7,32172,4.288,1.17,0.971,3.795379538,1.62688
FP,199.443024,7.409,0.932,0.073829,109.85,4036,4.278,1.153,0.918,9.682804674,1.005829
Confirmed,39.79220077,4.466,0.019,0.022303,69.576,610.4,4.571,0.781,0.829,21.55172414,0.041303
Confirmed,39.79220077,4.466,0.019,0.022303,69.576,610.4,4.571,0.781,0.829,21.55172414,0.041303
Confirmed,39.79220077,4.466,0.019,0.022303,69.576,610.4,4.571,0.781,0.829,21.55172414,0.041303
Confirmed,39.79220077,4.466,0.019,0.022303,69.576,610.4,4.571,0.781,0.829,21.55172414,0.041303
FP,0.76757669,2.04757,0.821,0.500009,3.7604,157610,4.635,0.627,0.619,62.80366388,1.321009
FP,5.860377067,10.4634,0.526,0.617911,6.62674,361620,4.284,1.158,0.94,7.272727273,1.143911
Confirmed,29.66631669,8.412,0.019,0.023633,27.58,668,4.322,1.098,0.922,9.182209469,0.042633
Confirmed,29.66631669,8.412,0.019,0.023633,27.58,668,4.322,1.098,0.922,9.182209469,0.042633
Confirmed,18.5010898,3.179,0.719,0.020176,32.2,421.1,4.613,0.734,0.815,23.62930616,0.739176
FP,31.59115876,2.6431,1.247,0.290914,30.5,1434.4,3.714,2.295,0.995,1.219512195,1.537914
Confirmed,16.3012727,3.974,0.88,0.017701,16.04,259.5,4.558,0.796,0.836,20.5066345,0.897701
FP,356.99135,17.03,0.2437,0.024821,159.4,747.8,4.467,0.913,0.892,12.96928328,0.268521
FP,361.91436,8.68,0.6901,0.014722,237,228.2,4.309,1.147,0.978,3.086419753,0.704822
FP,373.72257,14.21,1.5922,0.609829,47.8,470.9,4.45,1.008,1.043,3.339882122,2.202029
FP,372.16478,11.288,0.7967,0.046078,170.8,2074,4.415,1.129,1.208,16.56734207,0.842778
FP,392.49728,10.53,0.1658,0.029651,289.3,1062,4.544,0.872,0.969,4.038329911,0.195451
FP,0.530967987,1.812,0.093,0.004833,2.318,26.9,4.123,2.052,2.036,50.42372881,0.097833
FP,1.061934313,3.194,1.218,0.244939,1.388,607,4.675,0.566,0.552,82.55584757,1.462939
FP,96.120478,1.125,0.5381,0.016081,563,285.4,4.245,1.186,0.902,11.64510166,0.554181
FP,0.530959357,2.417,0.348,0.008401,1.722,84.4,4.607,0.75,0.84,19.9899548,0.356401
FP,1.061937837,2.31,0.125,0.006582,3.56,52,4.505,0.941,1.033,2.5,0.131582
FP,5.801881299,4.21133,0.81,0.19144,9.2479,34470,3.739,3.009,1.808,43.93939394,1.00144
FP,5.801880653,4.2608,0.773,0.208621,9.713,41924,4.541,0.874,0.968,4.068965517,0.981621
Confirmed,4.093578461,2.5833,0.93,0.026123,5.33,538.6,4.471,0.999,1.077,6.388888889,0.956123
Confirmed,4.093578461,2.5833,0.93,0.026123,5.33,538.6,4.471,0.999,1.077,6.388888889,0.956123
Confirmed,9.61375316,4.654,0.604,0.026947,13.13,797.9,4.364,1.11,1.037,2.770448549,0.630947
FP,111.3198052,23.0078,0.234,0.226038,44.487,62705,3.562,2.58,0.887,13.46153846,0.460038
Confirmed,4.30656389,4.1107,0.894,0.017299,3.99,257,4.466,1.03,1.132,11.003861,0.911299
FP,4.05943749,3.245,0.914,0.011692,4.26,105.4,3.978,1.655,0.949,6.220095694,0.925692
Confirmed,42.88247951,9.7471,0.391,0.018777,31.62,408.9,4.039,1.763,1.24,18.5840708,0.409777
Confirmed,42.88247951,9.7471,0.391,0.018777,31.62,408.9,4.039,1.763,1.24,18.5840708,0.409777
Confirmed,208.8690972,4.5707,1.056,0.277879,251.4,21307,4.421,0.987,0.938,7.37704918,1.333879
FP,208.8690972,4.5707,1.056,0.277879,251.4,21307,4.421,0.987,0.938,7.37704918,1.333879
Confirmed,22.9221181,8.2,0.603,0.011289,17.36,140.3,4.357,1.081,0.97,3.90625,0.614289
FP,9.63647672,2.999,0.046,0.006145,24.68,47.6,3.631,3.007,1.411,28.84615385,0.052145
Confirmed,11.08507658,1.751,0.819,0.028916,30.1,771.8,4.538,0.793,0.792,27.26700252,0.847916
FP,11.08507658,1.751,0.819,0.028916,30.1,771.8,4.538,0.793,0.792,27.26700252,0.847916
FP,45.680876,2.293,0.206,0.016768,151.5,350.3,2.608,7.917,0.927,0,0.222768
FP,4.00770453,5.50884,0.835,0.517012,7.125,168780,4.185,1.631,1.484,32.16374269,1.352012
FP,2190.701035,19.891,0.2597,0.038811,846,1874.2,4.555,0.736,0.709,42.12598425,0.298511
Confirmed,10.8484518,2.9993,0.21,0.036303,28.05,1675.6,4.682,0.591,0.609,65.45762712,0.246303
Confirmed,10.8484518,2.9993,0.21,0.036303,28.05,1675.6,4.682,0.591,0.609,65.45762712,0.246303
FP,43.169798,9.686,0.5639,0.010427,28.56,120.8,4.176,1.292,0.914,10.14150943,0.574327
Confirmed,42.4269647,5.907,0.962,0.031124,20.42,632.4,4.366,1.013,0.869,15.90909091,0.993124
FP,48.93786896,6.5868,0.981,0.125795,31.41,7240.1,4.094,1.761,1.406,28.0155642,1.106795
FP,209.0629928,10.0389,0.823,0.64621,226.85,250910,4.42,1.024,1.005,0.2136752137,1.46921
Confirmed,3.58273837,1.523,0.143,0.017176,18.11,360.5,4.517,0.872,0.912,10.54545455,0.160176
FP,0.980505042,1.4068,1.206,0.227897,1.73,426.6,4.372,1.059,0.963,4.562268804,1.433897
FP,349.85525,5.42,0.485,0.027213,447,842,4.533,0.885,0.975,3.340440654,0.512213
FP,6.099032889,4.82208,0.891,0.294356,9.1341,55374,4.297,1.141,0.941,7.109004739,1.185356
FP,6.0990118,3.6112,0.688,0.014675,9.66,227.5,3.881,1.971,1.077,6.382978723,0.702675
FP,70.33587975,4.65625,1.04,0.280184,86.23,24418,4.478,0.966,1.022,1.410934744,1.320184
FP,591.37382,4.35,0.1609,0.014498,1039,245,4.183,1.391,1.076,6.5,0.175398
FP,559.28332,4.245,0.3058,0.032776,993,1360,4.586,0.709,0.708,42.27478611,0.338576
FP,24.0733775,19.612,0.914,0.042017,4.782,1325.7,2.843,6.055,0.932,25,0.956017
FP,0.652956712,0.627,0.26,0.006637,7.77,50,4.419,1.055,1.065,5.402425579,0.266637
FP,5.93821065,2.5128,1.646,0.664007,4.7,522.5,4.545,0.85,0.924,9.03654485,2.310007
FP,0.535578808,1.7973,1.225,0.236948,1.291,193.6,4.264,1.313,1.16,13.0859375,1.461948
FP,0.79708975,3.301,0.53,0.004151,1.736,19.3,4.271,1.196,0.975,3.333333333,0.534151
FP,4.4697452,5.33,0.982,0.019742,2.016,241.5,4.316,1.125,0.955,5.514157973,1.001742
FP,0.772803664,1.368,0.199,0.015156,4.34,290.2,4.607,0.668,0.659,52.87200362,0.214156
FP,136.355967,3.17,0.6066,0.01228,267,165.1,4.408,1.058,1.042,3.295454545,0.61888
Confirmed,7.56052209,3.8573,0.022,0.02342,15.332,659.8,4.503,0.94,1.026,1.781376518,0.04542
FP,7.549299761,2.46338,0.899,0.27158,21.089,44576,4.679,0.634,0.699,44.14874225,1.17058
FP,7.549303633,2.3665,1.253,0.387116,14.57,10223,4.581,0.815,0.931,8.197674419,1.640116
Confirmed,3.17323012,1.9094,0.085,0.012708,12.83,204.5,4.632,0.633,0.626,60.98055105,0.097708
Confirmed,3.17323012,1.9094,0.085,0.012708,12.83,204.5,4.632,0.633,0.626,60.98055105,0.097708
Confirmed,4.082274889,3.23015,0.093,0.121652,10.812,17859,4.581,0.794,0.886,13.72881356,0.214652
FP,55.884827,2.283,0.752,0.02222,129.5,497.6,4.545,0.868,0.963,4.616429056,0.77422
FP,253.652263,3.85,20.7849,19.948524,1315,26456,4.721,0.537,0.553,82.21786614,40.733424
Confirmed,11.41926141,3.9908,0.242,0.027481,21.83,915.6,4.765,0.492,0.513,96.44764337,0.269481
FP,485.57785,6.67,0.5739,0.027518,474,853,4.616,0.727,0.8,25.93659942,0.601418
FP,368.52466,11.9,0.5045,0.024556,210.9,680.3,4.411,1.137,1.213,16.84848485,0.529056
FP,643.4528,9.346,0.1952,0.021969,527.6,585.1,4.553,0.845,0.93,8.371187541,0.217169
FP,168.84663,9.75,0.1251,0.013345,133,215.1,4.489,0.992,1.106,8.914386584,0.138445
FP,0.530967162,3.3659,1.167,0.182103,1.195,244.9,4.316,1.193,1.069,5.873015873,1.349103
FP,0.530972263,3.653,1.079,0.086135,1.09,48.6,4.472,0.991,1.06,4.958677686,1.165135
FP,0.530967171,3.8102,0.84,0.852795,2.212,378390,4.439,0.991,0.983,2.475247525,1.692795
FP,1.061932545,2.1429,0.713,0.011349,2.84,133.6,3.975,1.851,1.179,14.51612903,0.724349
FP,1.061934816,3.2551,1.25,0.270704,1.38,437.2,4.545,0.87,0.968,4.081632653,1.520704
FP,1.061935973,3.3177,1.19,0.208381,1.301,337.9,4.434,1.062,1.115,9.667024705,1.398381
FP,1.061934307,3.211,1.181,0.197293,1.286,264.8,4.544,0.868,0.961,4.901293397,1.378293
FP,1.546222068,7.998,0.503,0.00654,1.48,49.4,4.388,1.073,1.026,1.805054152,0.50954
Confirmed,1.546222068,7.998,0.503,0.00654,1.48,49.4,4.388,1.073,1.026,1.805054152,0.50954
Confirmed,1.546222068,7.998,0.503,0.00654,1.48,49.4,4.388,1.073,1.026,1.805054152,0.50954
FP,1.606163631,4.92516,0.901,0.51629,3.24834,144600,3.997,2.314,1.94,48.40764331,1.41729
FP,42.03209608,11.6768,0.519,0.649035,43.0567,391260,4.393,1.117,1.128,10.63040791,1.168035
FP,4.780327581,2.0253,0.952,0.036574,7.472,960.8,4.012,1.787,1.197,15.71428571,0.988574
Confirmed,31.1748311,3.79,0.016,0.012989,63.65,200.2,4.511,0.921,1.003,0.4672897196,0.028989
FP,3.635723653,2.1862,0.677,0.008702,9.54,80,4.249,1.295,1.082,6.827309237,0.685702
FP,246.87131,10.69,0.327,0.019292,170.3,433.6,4.488,0.96,1.034,2.566295979,0.346292
Confirmed,2.462344253,1.8113,0.051,0.012128,10.5143,180.1,4.467,1.008,1.087,7.25730443,0.063128
Confirmed,2.462344253,1.8113,0.051,0.012128,10.5143,180.1,4.467,1.008,1.087,7.25730443,0.063128
Confirmed,39.6766071,5.04,0.639,0.023657,48.1,611.2,4.449,0.888,0.808,24.69670711,0.662657
Confirmed,12.4128518,4.298,0.711,0.010188,15.86,108.1,4.196,1.346,1.039,3.051643192,0.721188
FP,223.1127475,8.9683,1.266,0.40175,114.25,11539,4.389,1.056,0.993,1.542111507,1.66775
Confirmed,224.7789355,11.1899,0.652,0.056891,127.6,3487.5,4.293,1.235,1.092,7.75862069,0.708891
Confirmed,224.7789355,11.1899,0.652,0.056891,127.6,3487.5,4.293,1.235,1.092,7.75862069,0.708891
FP,0.619303759,6.6038,1.013,0.025613,1.025993,74.5,4.137,1.684,1.419,28.95622896,1.038613
FP,22.47049437,7.39097,0.86,0.251225,21.14,45979,4.636,0.697,0.772,30.52631579,1.111225
FP,85.338393,8.5,0.004,0.022235,78.4,633,3.134,4.696,1.095,9.090909091,0.026235
FP,85.34092607,10.6141,12.773,12.009302,152.2,51746,4.522,0.898,0.978,2.9607698,24.782302
FP,7.41505161,2.061,0.979,0.045667,10.13,937,2.442,18.266,3.366,100,1.024667
FP,31.9729501,9.41,0.773,0.012524,16.97,156.3,4.064,1.759,1.311,23.23651452,0.785524
FP,31.9734169,13.262,1.24,0.285156,6.32,1414.4,4.595,0.774,0.865,16.51474531,1.525156
FP,31.9733117,13.2105,1.35,0.720646,19.781,75054,3.669,3.462,2.039,51.02040816,2.070646
FP,31.9714488,8.52,0.34,0.006036,27.1,42.9,4.169,1.323,0.942,6.87960688,0.346036
FP,31.9730649,8.872,0.716,0.012353,19.73,158.6,4.571,0.811,0.898,12.17339667,0.728353
Confirmed,1.213770423,0.5532,0.83,0.048039,10.76,1821,5.215,0.148,0.132,663.3749202,0.878039
Confirmed,1.213770423,0.5532,0.83,0.048039,10.76,1821,5.215,0.148,0.132,663.3749202,0.878039
Confirmed,1.213770423,0.5532,0.83,0.048039,10.76,1821,5.215,0.148,0.132,663.3749202,0.878039
FP,2.742590902,10.4143,0.473,0.947432,3.9898,680400,4.129,1.705,1.428,29.51388889,1.420432
Confirmed,28.6853212,6.307,0.922,0.029427,15.91,689.1,4.559,0.838,0.93,8.35443038,0.951427
Confirmed,5.729317577,1.1816,0.597,0.028094,31,865.4,4.589,0.786,0.882,14.26211454,0.625094
Confirmed,5.729317577,1.1816,0.597,0.028094,31,865.4,4.589,0.786,0.882,14.26211454,0.625094
Confirmed,5.92972237,2.518,0.048,0.018387,18.31,412.1,4.492,0.956,1.035,2.700421941,0.066387
Confirmed,5.92972237,2.518,0.048,0.018387,18.31,412.1,4.492,0.956,1.035,2.700421941,0.066387
FP,152.8255989,22.688,0.409,0.042512,49.4,2173.5,2.933,7.506,1.761,50,0.451512
Confirmed,6.412512953,5.2677,0.553,0.032166,8.14,1156.4,4.366,1.108,1.038,2.883355177,0.585166
FP,1.012174295,4.6617,0.596,0.610513,2.7052,323030,4.096,1.716,1.343,25.18796992,1.206513
FP,20.84991961,13.7687,13.715,13.443089,54.22021,313090,4.042,1.984,1.581,36.13861386,27.158089
Confirmed,84.5733346,5.762,0.024,0.026709,115.1,891.6,4.543,0.888,1.005,0.2787456446,0.050709
FP,1.662710314,1.83,0.577,0.008824,5.79,85.9,3.842,2.244,1.276,21.23893805,0.585824
FP,27.79576243,15.5056,0.483,0.66033,21.7779,420330,4.329,1.13,0.992,1.453488372,1.14333
FP,0.89628253,1.397,0.176,0.008471,4.903,86.4,4.572,0.818,0.915,10.1076555,0.184471
Confirmed,8.18504859,4.673,0.601,0.00943,10.88,97.6,4.521,0.906,0.993,1.498127341,0.61043
FP,15.12021253,3.50007,1.199,0.418193,25.018,24616,4.554,0.725,0.686,46.88888889,1.617193
FP,216.453511,3.321,0.0052,0.030325,513,1137,4.46,0.878,0.81,24.39431913,0.035525
FP,2.08802799,24.017,0.9865,0.010598,1.01072,70.8,4.117,1.67,1.335,24.73867596,0.997098
FP,6.496031958,5.21924,0.065,0.299669,12.365353,108890,4.364,0.988,0.825,22.22222222,0.364669
FP,4.012537983,2.0101,0.783,0.144714,12.77,19796,4.629,0.63,0.616,63.55519481,0.927714
FP,3.481657589,4.75315,0.245,0.555008,8.64195,347010,4.191,1.291,0.943,6.849315068,0.800008
FP,2.4681015,2.83,0.689,0.012797,5.01,172.8,4.466,0.872,0.811,24.2845462,0.701797
Confirmed,50.28635977,6.3212,0.018,0.030461,62.62,1119.3,4.309,1.167,1.012,0.4709576138,0.048461
FP,8.39140024,1.193,0.342,0.010799,51.1,134.4,4.389,0.935,0.781,29.10994764,0.352799
FP,0.99466172,1.576,1.244,0.285559,2.01,1370.5,4.332,1.021,0.816,23.46805737,1.529559
FP,116.025744,3.539,0.017,0.032248,258,1361,2.592,10.788,1.66,0,0.049248
FP,4.469731089,5.257,1.268,0.334344,2.985,3159.6,3.808,2.318,1.258,19.8019802,1.602344
FP,8.939461148,6.19136,0.558,0.631007,16.9363,357830,3.846,2.225,1.266,20.86956522,1.189007
FP,0.739769962,1.95901,1.212,0.407995,2.4326,20729,3.947,1.847,1.101,8.571428571,1.619995
FP,33.8938177,2.012,0.332,0.013228,123.2,205.1,4.554,0.848,0.937,7.482108003,0.345228
FP,4.326946311,5.55905,0.482,0.65273,9.45688,409030,4.078,1.501,0.984,2.405498282,1.13473
FP,6.570421193,4.4698,0.939,0.34282,10.83,60118,4.484,0.908,0.916,9.967320261,1.28182
FP,37.60166128,8.30604,0.408,0.227443,40.039,59130,4.354,1.096,0.989,1.864181092,0.635443
FP,3.99751422,3.686,0.0303,0.005126,8.34,32.8,3.122,5.324,1.372,22.22222222,0.035426
FP,0.541405029,2.7481,0.641,0.645629,2.54,327660,3.889,1.782,0.898,11.94968553,1.286629
FP,348.68162,10.959,0.506,0.016594,214.3,309.3,4.386,1.155,1.183,14.84375,0.522594
Confirmed,24.8056775,6.148,0.007,0.022674,31.527,624.4,4.455,0.872,0.793,27.090301,0.029674
Confirmed,24.8056775,6.148,0.007,0.022674,31.527,624.4,4.455,0.872,0.793,27.090301,0.029674
Confirmed,24.8056775,6.148,0.007,0.022674,31.527,624.4,4.455,0.872,0.793,27.090301,0.029674
Confirmed,24.8056775,6.148,0.007,0.022674,31.527,624.4,4.455,0.872,0.793,27.090301,0.029674
FP,24.8056775,6.148,0.007,0.022674,31.527,624.4,4.455,0.872,0.793,27.090301,0.029674
FP,48.79936881,8.80873,0.622,0.621808,63.4,324550,4.472,0.992,1.063,5.23415978,1.243808
Confirmed,99.2532336,7.208,0.947,0.027854,42.1,538,4.623,0.715,0.798,26.2940907,0.974854
FP,410.99389,12.01,0.3421,0.021318,252,550,4.533,0.898,1.002,0.5057803468,0.363418
Confirmed,76.957056,9.551,0.638,0.018409,48.9,367.1,4.363,1.041,0.912,10.51980198,0.656409
Confirmed,22.5968256,6.179,0.062,0.010811,28.19,142.9,4.301,1.104,0.889,13.31316188,0.072811
Confirmed,22.5968256,6.179,0.062,0.010811,28.19,142.9,4.301,1.104,0.889,13.31316188,0.072811
Confirmed,3.289726319,2.3274,0.052,0.013779,10.948,234.9,4.492,0.91,0.937,7.562349155,0.065779
Confirmed,3.289726319,2.3274,0.052,0.013779,10.948,234.9,4.492,0.91,0.937,7.562349155,0.065779
Confirmed,14.13175309,4.0136,0.848,0.033654,15.94,1033,4.564,0.822,0.907,11.08389467,0.881654
FP,368.11581,13.52,0.0125,0.02001,212.2,476.2,4.487,0.964,1.041,3.184165232,0.03251
FP,527.29093,14.305,0.2371,0.012918,277.3,200.8,4.466,0.919,0.9,11.89655172,0.250018
Confirmed,29.9685917,6.678,0.282,0.016258,33.48,309.5,4.428,1.076,1.13,10.80485116,0.298258
Confirmed,2.019997006,1.8073,0.502,0.016938,7.58,332.8,4.562,0.787,0.823,22.45260664,0.518938
Confirmed,2.019997006,1.8073,0.502,0.016938,7.58,332.8,4.562,0.787,0.823,22.45260664,0.518938
FP,345.128277,15.925,0.175,0.016543,165.8,324.4,4.442,1.076,1.169,13.75266525,0.191543
FP,5.882036054,5.16326,1.183,0.918743,13.226,238520,4.282,1.187,0.983,2.551020408,2.101743
FP,0.782046543,1.9874,0.633,0.667358,4.766,340460,4.661,0.591,0.584,72.53446448,1.300358
